id,hypothesis,reference,bleu-C,bleu-1,bleu-2,bleu3,bleu-4,CIDEr,Meteor,Rouge-1,Rouge-2,Rouge-l
144,a couple of giraffes are standing in a pin,how many giraffes stuck behind the confines of a zoo fence three,9.918892480173173e-232,0.23884377019126307,1.594335087959687e-308,1.594335087959687e-308,1.594335087959687e-308,0.2400390488394456,0.10552584670231731,0.29999999520000004,0.0,0.18571428571420734
144,a couple of giraffes are standing in a pin,how many giraffes stuck behind the confines of a zoo fence three,9.918892480173173e-232,0.23884377019126307,1.594335087959687e-308,1.594335087959687e-308,1.594335087959687e-308,0.2400390488394456,0.10552584670231731,0.29999999520000004,0.0,0.18571428571420734
144,a couple of giraffe standing next to a wooden fence,what stuck behind the confines of a zoo fence giraffes,1.3483065280626046e-231,0.3,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.3761412993122821,0.09090909090909091,0.31578946869806096,0.0,0.31405436668555836
144,a couple of giraffe standing next to a wooden fence,what stuck behind the confines of a zoo fence giraffes,1.3483065280626046e-231,0.3,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.3761412993122821,0.09090909090909091,0.31578946869806096,0.0,0.31405436668555836
144,a giraffe standing next to a wooden fence,what stuck behind the confines of a zoo fence giraffes,1.0032743411283238e-231,0.19470019576785122,1.7328892633971685e-308,1.7328892633971685e-308,1.7328892633971685e-308,0.39014358526932796,0.07476635514018692,0.23529411280276827,0.0,0.22189128816071366
144,a giraffe standing next to a wooden fence,what stuck behind the confines of a zoo fence giraffes,1.0032743411283238e-231,0.19470019576785122,1.7328892633971685e-308,1.7328892633971685e-308,1.7328892633971685e-308,0.39014358526932796,0.07476635514018692,0.23529411280276827,0.0,0.22189128816071366
1375,a woman holding a tennis racquet on a tennis court,what does the tennis player swing on the court racquet,1.4488496539373276e-231,0.4,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.8587642097859626,0.18181818181818182,0.4999999950781251,0.0,0.36380597014902877
1375,a woman holding a tennis racquet on top of a tennis court,what does the tennis player swing on the court racquet,1.384292958842266e-231,0.3333333333333333,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.7694096171673602,0.17699115044247787,0.44444443944444445,0.0,0.3333333333328333
1375,a woman holding a tennis racket on a tennis court,what does the tennis player swing on the court racquet,1.3483065280626046e-231,0.3,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.37018088951241457,0.17090909090909095,0.37499999507812504,0.0,0.36380597014902877
1375,a woman is swinging a tennis racket at a ball,what does the tennis player swing on the court racquet,1.0244914152188952e-231,0.10000000000000002,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.17395203612504986,0.12914798206278028,0.11764705384083066,0.0,0.11684125705039226
2150,a vase filled with flowers on top of a table,where does the red flower sit vase,1.0244914152188952e-231,0.10000000000000002,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.10059471874668928,0.06266318537859007,0.12499999507812519,0.0,0.12126865671574392
2150,a vase filled with flowers on top of a table,where does the red flower sit vase,1.0244914152188952e-231,0.10000000000000002,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.10059471874668928,0.06266318537859007,0.12499999507812519,0.0,0.12126865671574392
2150,a vase filled with yellow flowers on top of a table,where does the red flower sit vase,1.0003688322288243e-231,0.0909090909090909,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.08167026124618917,0.06122448979591836,0.11764705397923896,0.0,0.11094564407972461
2150,a vase filled with yellow flowers on top of a table,where does the red flower sit vase,1.0003688322288243e-231,0.0909090909090909,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.08167026124618917,0.06122448979591836,0.11764705397923896,0.0,0.11094564407972461
2150,a vase filled with flowers sitting on a table,what sits in the small vase flower,1.0518351895246305e-231,0.11111111111111109,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.13716046872745313,0.07692307692307693,0.13333332835555575,0.0,0.1321637426894444
2150,a vase filled with flowers sitting on a table,what sits in the small vase flower,1.0518351895246305e-231,0.11111111111111109,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.13716046872745313,0.07692307692307693,0.13333332835555575,0.0,0.1321637426894444
2150,a vase filled with flowers sitting on top of a table,what sits in the small vase flower,1.0003688322288243e-231,0.0909090909090909,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.09656734382127966,0.07407407407407407,0.11764705397923896,0.0,0.11094564407972461
2150,a vase filled with flowers sitting on top of a table,what sits in the small vase flower,1.0003688322288243e-231,0.0909090909090909,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.09656734382127966,0.07407407407407407,0.11764705397923896,0.0,0.11094564407972461
3224,a couple of giraffe standing next to each other,what are two giraffes eating from tree branches leaves,0,0,0,0,0,0.0,0.015895694699278165,0.0,0.0,0.0
3224,a couple of giraffes are standing in a field,what are two giraffes eating from tree branches leaves,1.2508498911928379e-231,0.2222222222222222,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.4694022535704221,0.12326465072222215,0.23529411266435996,0.0,0.11684125705039226
3224,a couple of giraffe standing next to a tree,what are two giraffes eating from tree branches leaves,1.0518351895246305e-231,0.11111111111111109,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.250015701317609,0.0850015845126604,0.11764705384083066,0.0,0.11684125705039226
3224,a group of giraffe standing next to each other,what are two giraffes eating from tree branches leaves,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
3613,a vase filled with flowers on top of a table,what sits on the table flowers,1.3483065280626046e-231,0.3,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.6114681677240811,0.21212121212121213,0.39999999520000007,0.0,0.247619047618357
3613,a vase filled with flowers on top of a table,what sits on the table flowers,1.3483065280626046e-231,0.3,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.6114681677240811,0.21212121212121213,0.39999999520000007,0.0,0.247619047618357
3613,a vase filled with flowers sitting on top of a table,what sits on the table flowers,1.3165594234639305e-231,0.2727272727272727,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.4901481438301586,0.2795031458141332,0.3749999953125,0.0,0.2236842105256471
3613,a vase filled with flowers sitting on top of a table,what sits on the table flowers,1.3165594234639305e-231,0.2727272727272727,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.4901481438301586,0.2795031458141332,0.3749999953125,0.0,0.2236842105256471
3613,a vase filled with flowers sitting on a table,what is filled with flowers vase,4.335118471269586e-78,0.4444444444444444,0.25,0.14285714285714285,2.2250738585072626e-308,1.7639185544801799,0.36603039235427237,0.5714285665306124,0.3076923029585799,0.4120879120872282
3613,a vase filled with flowers sitting on a table,what is filled with flowers vase,4.335118471269586e-78,0.4444444444444444,0.25,0.14285714285714285,2.2250738585072626e-308,1.7639185544801799,0.36603039235427237,0.5714285665306124,0.3076923029585799,0.4120879120872282
3613,a bouquet of flowers in a vase on a table,what is filled with flowers vase,1.2183324802375697e-231,0.2,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.22028734346676077,0.18604651162790697,0.2857142808163266,0.0,0.2747252747245908
3613,a bouquet of flowers in a vase on a table,what is filled with flowers vase,1.2183324802375697e-231,0.2,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.22028734346676077,0.18604651162790697,0.2857142808163266,0.0,0.2747252747245908
3866,a vase filled with flowers on top of a table,what arranged in vases on a shelf against a wall flowers,1.3109733799909448e-231,0.36193496721438384,2.0133300850710214e-308,2.0133300850710214e-308,2.0133300850710214e-308,0.24234704301188487,0.10643015521064302,0.31578946869806096,0.0,0.20936957779024323
3866,a vase filled with flowers on top of a table,what arranged in vases on a shelf against a wall flowers,1.3109733799909448e-231,0.36193496721438384,2.0133300850710214e-308,2.0133300850710214e-308,2.0133300850710214e-308,0.24234704301188487,0.10643015521064302,0.31578946869806096,0.0,0.20936957779024323
3866,a vase filled with lots of purple flowers,what arranged in vases on a shelf against a wall flowers,8.853864984883467e-232,0.17182231969774306,1.5292694074701025e-308,1.5292694074701025e-308,1.5292694074701025e-308,0.08602256559150687,0.07191011235955057,0.22222221728395072,0.0,0.21693121693096162
3866,a vase filled with lots of purple flowers,what arranged in vases on a shelf against a wall flowers,8.853864984883467e-232,0.17182231969774306,1.5292694074701025e-308,1.5292694074701025e-308,1.5292694074701025e-308,0.08602256559150687,0.07191011235955057,0.22222221728395072,0.0,0.21693121693096162
3866,a vase filled with yellow flowers on top of a table,what sit in the vase in front of a tan wall flowers,5.94781875096292e-155,0.3320366241026409,0.09131007162822626,2.031716533983919e-308,2.031716533983919e-308,0.24178179416120757,0.14542473567230485,0.3809523759637189,0.09523809024943337,0.28442728442688603
3866,a vase filled with yellow flowers on top of a table,what sit in the vase in front of a tan wall flowers,5.94781875096292e-155,0.3320366241026409,0.09131007162822626,2.031716533983919e-308,2.031716533983919e-308,0.24178179416120757,0.14542473567230485,0.3809523759637189,0.09523809024943337,0.28442728442688603
3866,a bouquet of flowers in a vase on a table,what sit in the vase in front of a tan wall flowers,1.2542725803459687e-231,0.40936537653899097,1.8217363958297824e-308,1.8217363958297824e-308,1.8217363958297824e-308,0.25770164511283616,0.15584415584415587,0.5263157845983379,0.0,0.3011394465543743
3866,a bouquet of flowers in a vase on a table,what sit in the vase in front of a tan wall flowers,1.2542725803459687e-231,0.40936537653899097,1.8217363958297824e-308,1.8217363958297824e-308,1.8217363958297824e-308,0.25770164511283616,0.15584415584415587,0.5263157845983379,0.0,0.3011394465543743
4132,a glass vase with some flowers in it,what is sitting in the glass bottle flower,1.2882297539194154e-231,0.25,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.7875330116978654,0.09674521404950799,0.24999999500000009,0.0,0.1249999999995
4132,a glass vase with some flowers in it,what is sitting in the glass bottle flower,1.2882297539194154e-231,0.25,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.7875330116978654,0.09674521404950799,0.24999999500000009,0.0,0.1249999999995
4132,a vase with a flower inside of it,what is sitting in the glass bottle flower,1.0832677820940877e-231,0.12500000000000003,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.23713250276490871,0.07643312101910828,0.13333332835555575,0.0,0.13216374268970296
4132,a vase with a flower inside of it,what is sitting in the glass bottle flower,1.0832677820940877e-231,0.12500000000000003,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.23713250276490871,0.07643312101910828,0.13333332835555575,0.0,0.13216374268970296
4132,a vase with a flower inside of it,where is the flower sitting bottle,1.0832677820940877e-231,0.12500000000000003,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.24236883548926969,0.08188622777525581,0.1538461488757398,0.0,0.1520572450798733
4132,a vase with a flower inside of it,where is the flower sitting bottle,1.0832677820940877e-231,0.12500000000000003,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.24236883548926969,0.08188622777525581,0.1538461488757398,0.0,0.1520572450798733
4132,a vase with a flower in it on a table,where is the flower sitting bottle,1.0244914152188952e-231,0.10000000000000002,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.22754111190270365,0.08016833488486583,0.14285713795918387,0.0,0.13736263736195337
4132,a vase with a flower in it on a table,where is the flower sitting bottle,1.0244914152188952e-231,0.10000000000000002,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.22754111190270365,0.08016833488486583,0.14285713795918387,0.0,0.13736263736195337
6263,a vase filled with flowers on top of a table,what is the color of the flower white,1.0244914152188952e-231,0.10000000000000002,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.10749254831670516,0.02684563758389262,0.12499999507812519,0.0,0.12126865671574392
6263,a vase filled with flowers on top of a table,what is the color of the flower white,1.0244914152188952e-231,0.10000000000000002,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.10749254831670516,0.02684563758389262,0.12499999507812519,0.0,0.12126865671574392
6263,a vase filled with flowers on top of a table,what is the color of the flower white,1.0244914152188952e-231,0.10000000000000002,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.10749254831670516,0.02684563758389262,0.12499999507812519,0.0,0.12126865671574392
6263,a vase filled with flowers on top of a table,what is the color of the flower white,1.0244914152188952e-231,0.10000000000000002,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.10749254831670516,0.02684563758389262,0.12499999507812519,0.0,0.12126865671574392
6263,a bouquet of flowers in a vase on a table,what is sitting on a wooden table flower,6.373704167435469e-155,0.3,0.11111111111111109,2.2250738585072626e-308,2.2250738585072626e-308,0.5348794003488451,0.18890519274406453,0.37499999500000003,0.12499999507812519,0.37499999999950007
6263,a bouquet of flowers in a vase on a table,what is sitting on a wooden table flower,6.373704167435469e-155,0.3,0.11111111111111109,2.2250738585072626e-308,2.2250738585072626e-308,0.5348794003488451,0.18890519274406453,0.37499999500000003,0.12499999507812519,0.37499999999950007
6263,a bouquet of flowers in a vase on a table,what is sitting on a wooden table flower,6.373704167435469e-155,0.3,0.11111111111111109,2.2250738585072626e-308,2.2250738585072626e-308,0.5348794003488451,0.18890519274406453,0.37499999500000003,0.12499999507812519,0.37499999999950007
6263,a bouquet of flowers in a vase on a table,what is sitting on a wooden table flower,6.373704167435469e-155,0.3,0.11111111111111109,2.2250738585072626e-308,2.2250738585072626e-308,0.5348794003488451,0.18890519274406453,0.37499999500000003,0.12499999507812519,0.37499999999950007
6263,a white vase filled with purple flowers on a table,what is set on top of a wooden table flower,1.3483065280626046e-231,0.3,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.455061181338002,0.09852216748768472,0.31578946869806096,0.0,0.31405436668555836
6263,a white vase filled with purple flowers on a table,what is set on top of a wooden table flower,1.3483065280626046e-231,0.3,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.455061181338002,0.09852216748768472,0.31578946869806096,0.0,0.31405436668555836
6263,a white vase filled with purple flowers on a table,what is set on top of a wooden table flower,1.3483065280626046e-231,0.3,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.455061181338002,0.09852216748768472,0.31578946869806096,0.0,0.31405436668555836
6263,a white vase filled with purple flowers on a table,what is set on top of a wooden table flower,1.3483065280626046e-231,0.3,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.455061181338002,0.09852216748768472,0.31578946869806096,0.0,0.31405436668555836
6263,a white vase filled with purple flowers on top of a table,what is the color of the flowers white,1.2882297539194154e-231,0.25,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.7182525203531176,0.17721518987341775,0.3333333285802469,0.0,0.10155316606861138
6263,a white vase filled with purple flowers on top of a table,what is the color of the flowers white,1.2882297539194154e-231,0.25,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.7182525203531176,0.17721518987341775,0.3333333285802469,0.0,0.10155316606861138
6263,a white vase filled with purple flowers on top of a table,what is the color of the flowers white,1.2882297539194154e-231,0.25,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.7182525203531176,0.17721518987341775,0.3333333285802469,0.0,0.10155316606861138
6263,a white vase filled with purple flowers on top of a table,what is the color of the flowers white,1.2882297539194154e-231,0.25,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.7182525203531176,0.17721518987341775,0.3333333285802469,0.0,0.10155316606861138
6428,a desktop computer sitting on top of a desk,what is on the computer a picture of a flower with yellow center and bright white petals screen,2.8170017110612904e-155,0.20437746731746798,0.0459849301464303,8.18558927632837e-309,8.18558927632837e-309,0.17228061641476947,0.08918742902486831,0.319999995648,0.07999999564800023,0.13013824884801417
6428,a desktop computer sitting on top of a desk,what is on the computer a picture of a flower with yellow center and bright white petals screen,2.8170017110612904e-155,0.20437746731746798,0.0459849301464303,8.18558927632837e-309,8.18558927632837e-309,0.17228061641476947,0.08918742902486831,0.319999995648,0.07999999564800023,0.13013824884801417
6428,a desktop computer sitting on top of a desk,what is on the computer a picture of a flower with yellow center and bright white petals screen,2.8170017110612904e-155,0.20437746731746798,0.0459849301464303,8.18558927632837e-309,8.18558927632837e-309,0.17228061641476947,0.08918742902486831,0.319999995648,0.07999999564800023,0.13013824884801417
6428,a computer monitor sitting on top of a wooden desk,what is on the computer a picture of a flower with yellow center and bright white petals screen,3.2540071577475267e-155,0.22466448205861078,0.04992544045746905,9.997901319273777e-309,9.997901319273777e-309,0.22804292362826453,0.10941190498130171,0.30769230316568047,0.07692307239644997,0.1311591634172839
6428,a computer monitor sitting on top of a wooden desk,what monitor with the wallpaper of a white flower computer,6.8489908526642754e-155,0.4,0.11111111111111109,2.2250738585072626e-308,2.2250738585072626e-308,1.467002076118853,0.17085615496475223,0.42105262659279785,0.11111110611111134,0.31405436668555836
6428,a computer monitor sitting on top of a wooden desk,what monitor with the wallpaper of a white flower computer,6.8489908526642754e-155,0.4,0.11111111111111109,2.2250738585072626e-308,2.2250738585072626e-308,1.467002076118853,0.17085615496475223,0.42105262659279785,0.11111110611111134,0.31405436668555836
6428,a desktop computer monitor sitting on top of a desk,what monitor with the wallpaper of a white flower computer,6.8489908526642754e-155,0.4,0.11111111111111109,2.2250738585072626e-308,2.2250738585072626e-308,1.2291048843342103,0.17085615496475223,0.42105262659279785,0.11111110611111134,0.31405436668555836
6428,a desktop computer monitor sitting on top of a desk,what monitor with the wallpaper of a white flower computer,6.8489908526642754e-155,0.4,0.11111111111111109,2.2250738585072626e-308,2.2250738585072626e-308,1.2291048843342103,0.17085615496475223,0.42105262659279785,0.11111110611111134,0.31405436668555836
6428,a desktop computer monitor sitting on top of a desk,what is the color of the flower white,1.0244914152188952e-231,0.10000000000000002,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.04182461751412034,0.02631578947368421,0.12499999507812519,0.0,0.12126865671574392
6428,a computer monitor sitting on top of a desk,what is the color of the flower white,1.0518351895246305e-231,0.11111111111111109,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.05560163378638385,0.027118644067796613,0.13333332835555575,0.0,0.1321637426894444
6428,a computer monitor sitting on top of a desk,what is the color of the flower white,1.0518351895246305e-231,0.11111111111111109,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.05560163378638385,0.027118644067796613,0.13333332835555575,0.0,0.1321637426894444
6428,a computer monitor sitting on top of a desk,what is the color of the flower white,1.0518351895246305e-231,0.11111111111111109,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.05560163378638385,0.027118644067796613,0.13333332835555575,0.0,0.1321637426894444
7697,a couple of giraffe standing next to each other,what are reaching up to eat some leaves from a tree giraffes,8.962731118674859e-232,0.15922918012750872,1.594335087959687e-308,1.594335087959687e-308,1.594335087959687e-308,0.13295282447360332,0.037122969837587005,0.19047618557823143,0.0,0.09157509157490464
7697,a couple of giraffe standing next to a tree,what are reaching up to eat some leaves from a tree giraffes,4.828970785282294e-155,0.23884377019126307,0.08956641382172367,1.594335087959687e-308,1.594335087959687e-308,0.4440863250100261,0.10365087079140681,0.29999999520000004,0.1052631530193908,0.2785714285713502
7697,a couple of giraffes are standing in a pin,what are reaching up to eat some leaves from a tree giraffes,9.918892480173173e-232,0.23884377019126307,1.594335087959687e-308,1.594335087959687e-308,1.594335087959687e-308,0.3339296257500103,0.09411764705882353,0.29999999520000004,0.0,0.18571428571420734
7697,a couple of giraffe standing next to each other on a field,what are reaching up to eat some leaves from a tree giraffes,1.1640469867513693e-231,0.16666666666666669,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.1363021993674845,0.03587443946188341,0.1739130384877128,0.0,0.17325923504372442
8027,a small bird perched on top of a tree branch,what perched on top of a tree filled with leaves bird,0.4861555413051454,0.6333861926251716,0.502687454464422,0.45241870901797976,0.38778746487255406,3.6463085998977633,0.3498759354940685,0.6999999950500001,0.5263157844875347,0.5883495145628266
8027,a small bird perched on a tree branch,what perched on top of a tree filled with leaves bird,6.664457123729399e-155,0.42955579924435766,0.1963683653688492,1.5292694074701025e-308,1.5292694074701025e-308,1.748957516107659,0.22656130428974985,0.5555555508024692,0.23529411280276827,0.40621266427713776
8027,a small bird perched on a tree branch,what perched on top of a tree filled with leaves bird,6.664457123729399e-155,0.42955579924435766,0.1963683653688492,1.5292694074701025e-308,1.5292694074701025e-308,1.748957516107659,0.22656130428974985,0.5555555508024692,0.23529411280276827,0.40621266427713776
8027,a small bird sitting on a branch of a tree,what perched on top of a tree filled with leaves bird,3.793792167347796e-78,0.45241870901797976,0.20107498178576877,0.11310467725449497,2.0133300850710214e-308,1.2758446222678763,0.18290224222544813,0.5263157845983379,0.21052631080332423,0.40151926207255123
8405,a vase filled with lots of purple flowers,what is the color of the flowers yellow,1.2882297539194154e-231,0.25,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.18846532298292007,0.1095890410958904,0.266666661688889,0.0,0.2643274853795029
8405,a vase filled with lots of purple flowers,what is the color of the flowers yellow,1.2882297539194154e-231,0.25,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.18846532298292007,0.1095890410958904,0.266666661688889,0.0,0.2643274853795029
8405,a vase filled with flowers on top of a table,what is the color of the flowers yellow,1.2183324802375697e-231,0.2,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.18681977672726163,0.10738255033557048,0.24999999507812506,0.0,0.12126865671574392
8405,a vase filled with flowers on top of a table,what is the color of the flowers yellow,1.2183324802375697e-231,0.2,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.18681977672726163,0.10738255033557048,0.24999999507812506,0.0,0.12126865671574392
8405,a vase filled with flowers sitting on top of a table,what covered in blue reflective pieces filled with yellow flowers vase,6.513869329968086e-155,0.36363636363636365,0.10000000000000002,2.2250738585072626e-308,2.2250738585072626e-308,0.33938658132845756,0.16422253531176473,0.3809523759637189,0.09999999500000027,0.28442728442688603
8405,a vase filled with flowers sitting on top of a table,what covered in blue reflective pieces filled with yellow flowers vase,6.513869329968086e-155,0.36363636363636365,0.10000000000000002,2.2250738585072626e-308,2.2250738585072626e-308,0.33938658132845756,0.16422253531176473,0.3809523759637189,0.09999999500000027,0.28442728442688603
8405,a vase filled with flowers sitting on a table,what covered in blue reflective pieces filled with yellow flowers vase,5.798881106377341e-155,0.35588329018524795,0.10009217536460102,1.7816998627591863e-308,1.7816998627591863e-308,0.38134611631264226,0.16804166403994528,0.42105262670360116,0.11111110617283973,0.3011394465543743
8405,a vase filled with flowers sitting on a table,what covered in blue reflective pieces filled with yellow flowers vase,5.798881106377341e-155,0.35588329018524795,0.10009217536460102,1.7816998627591863e-308,1.7816998627591863e-308,0.38134611631264226,0.16804166403994528,0.42105262670360116,0.11111110617283973,0.3011394465543743
8531,a bunch of vegetables that are on a table,what does this flowerpot hold gardening like green gardening scissors tools,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
8531,a bunch of vegetables that are sitting on a table,what does this flowerpot hold gardening like green gardening scissors tools,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
8531,a bunch of carrots sitting on top of a wooden table,what does this flowerpot hold gardening like green gardening scissors tools,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
8531,a bunch of carrots sitting on top of a table,what does this flowerpot hold gardening like green gardening scissors tools,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
8881,a herd of sheep grazing on a lush green field,what is the color of the meadow green,1.2183324802375697e-231,0.2,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.26292952950090587,0.10526315789473684,0.24999999507812506,0.0,0.24253731343216184
8881,a herd of sheep grazing on a lush green hillside,what is the color of the meadow green,1.2183324802375697e-231,0.2,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.24807172372581932,0.10526315789473684,0.24999999507812506,0.0,0.24253731343216184
8881,a herd of sheep standing on top of a lush green field,what is the color of the meadow green,1.1640469867513693e-231,0.16666666666666669,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.22320676868365769,0.10126582278481011,0.23529411280276827,0.0,0.22189128816014161
8881,a herd of sheep grazing in a field,what is the color of the meadow green,1.0832677820940877e-231,0.12500000000000003,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,0.03856729474860098,0.02797202797202797,0.14285713785714302,0.0,0.14285714285664286
9695,two birds perched on top of a tree branch,what perched in the very top of a tree without leaves birds,0.236682065782701,0.47768754038252614,0.268699241465171,0.2047232315925112,0.11942188509563156,1.9068658521435928,0.26803107287825884,0.5714285665306124,0.3157894688088643,0.4578754578752709
9695,a flock of birds sitting on top of a tree,what perched in the very top of a tree without leaves birds,0.22741221234802106,0.40936537653899097,0.272910251025994,0.20468268826949548,0.11696153615399742,1.4072487680423151,0.21932863869114091,0.4999999952000001,0.2999999950500001,0.37142857142849306
